year,week,team,temperature
2016,Week 13,Chiefs,44
2016,Week 13,Falcons,44
2016,Week 13,Lions,67
2016,Week 13,Saints,67
2016,Week 13,Rams,37
2016,Week 13,Patriots,37
2016,Week 13,Broncos,75
2016,Week 13,Jaguars,75
2016,Week 13,Texans,31
2016,Week 13,Packers,31
2016,Week 13,Eagles,41
2016,Week 13,Bengals,41
2016,Week 13,Dolphins,45
2016,Week 13,Ravens,45
2016,Week 13,49ers,35
2016,Week 13,Bears,35
2016,Week 13,Bills,55
2016,Week 13,Raiders,55
2016,Week 13,Giants,40
2016,Week 13,Steelers,40
2016,Week 13,Washington,67
2016,Week 13,Cardinals,67
2016,Week 13,Buccaneers,71
2016,Week 13,Chargers,71
2016,Week 13,Panthers,41
2016,Week 13,Seahawks,41
2016,Week 13,Colts,43
2016,Week 13,Jets,43
2016,Week 14,Raiders,23
2016,Week 14,Chiefs,23
2016,Week 14,Steelers,24
2016,Week 14,Bills,24
2016,Week 14,Broncos,48
2016,Week 14,Titans,48
2016,Week 14,Saints,75
2016,Week 14,Buccaneers,75
2016,Week 14,Washington,33
2016,Week 14,Eagles,33
2016,Week 14,Cardinals,75
2016,Week 14,Dolphins,75
2016,Week 14,Chargers,42
2016,Week 14,Panthers,42
2016,Week 14,Bengals,28
2016,Week 14,Browns,28
2016,Week 14,Bears,29
2016,Week 14,Lions,29
2016,Week 14,Texans,33
2016,Week 14,Colts,33
2016,Week 14,Vikings,66
2016,Week 14,Jaguars,66
2016,Week 14,Jets,53
2016,Week 14,49ers,53
2016,Week 14,Falcons,64
2016,Week 14,Rams,64
2016,Week 14,Seahawks,27
2016,Week 14,Packers,27
2016,Week 14,Cowboys,30
2016,Week 14,Giants,30
2016,Week 14,Ravens,33
2016,Week 14,Patriots,33
2016,Week 15,Rams,35
2016,Week 15,Seahawks,35
2016,Week 15,Dolphins,34
2016,Week 15,Jets,34
2016,Week 15,Packers,9
2016,Week 15,Bears,9
2016,Week 15,Jaguars,37
2016,Week 15,Texans,37
2016,Week 15,Browns,25
2016,Week 15,Bills,25
2016,Week 15,Eagles,58
2016,Week 15,Ravens,58
2016,Week 15,Titans,2
2016,Week 15,Chiefs,2
2016,Week 15,Lions,48
2016,Week 15,Giants,48
2016,Week 15,Colts,-12
2016,Week 15,Vikings,-12
2016,Week 15,Steelers,26
2016,Week 15,Bengals,26
2016,Week 15,Saints,59
2016,Week 15,Cardinals,59
2016,Week 15,49ers,50
2016,Week 15,Falcons,50
2016,Week 15,Patriots,27
2016,Week 15,Broncos,27
2016,Week 15,Raiders,60
2016,Week 15,Chargers,60
2016,Week 15,Buccaneers,26
2016,Week 15,Cowboys,26
2016,Week 15,Panthers,30
2016,Week 15,Washington,30
2016,Week 16,Giants,41
2016,Week 16,Eagles,41
2016,Week 16,Dolphins,35
2016,Week 16,Bills,35
2016,Week 16,Buccaneers,69
2016,Week 16,Saints,69
2016,Week 16,Jets,40
2016,Week 16,Patriots,40
2016,Week 16,Titans,65
2016,Week 16,Jaguars,65
2016,Week 16,Vikings,35
2016,Week 16,Packers,35
2016,Week 16,Chargers,37
2016,Week 16,Browns,37
2016,Week 16,Washington,35
2016,Week 16,Bears,35
2016,Week 16,Falcons,52
2016,Week 16,Panthers,52
2016,Week 16,Colts,48
2016,Week 16,Raiders,48
2016,Week 16,Cardinals,39
2016,Week 16,Seahawks,39
2016,Week 16,49ers,55
2016,Week 16,Rams,55
2016,Week 16,Bengals,72
2016,Week 16,Texans,72
2016,Week 16,Ravens,39
2016,Week 16,Steelers,39
2016,Week 16,Broncos,60
2016,Week 16,Chiefs,60
2016,Week 16,Lions,65
2016,Week 16,Cowboys,65
2016,Wild Card,Raiders,40
2016,Wild Card,Texans,40
2016,Wild Card,Lions,37
2016,Wild Card,Seahawks,37
2016,Wild Card,Dolphins,14
2016,Wild Card,Steelers,14
2016,Wild Card,Giants,13
2016,Wild Card,Packers,13
2016,Divisional Round,Seahawks,72
2016,Divisional Round,Falcons,72
2016,Divisional Round,Texans,28
2016,Divisional Round,Patriots,28
2016,Divisional Round,Packers,54
2016,Divisional Round,Cowboys,54
2016,Divisional Round,Steelers,34
2016,Divisional Round,Chiefs,34
2016,Conference Championship,Packers,60
2016,Conference Championship,Falcons,60
2016,Conference Championship,Steelers,40
2016,Conference Championship,Patriots,40
2016,Super Bowl,Patriots,75
2016,Super Bowl,Falcons,75
2017,Week 1,Chiefs,62
2017,Week 1,Patriots,62
2017,Week 1,Jets,61
2017,Week 1,Bills,61
2017,Week 1,Eagles,69
2017,Week 1,Washington,69
2017,Week 1,Raiders,73
2017,Week 1,Titans,73
2017,Week 1,Jaguars,80
2017,Week 1,Texans,80
2017,Week 1,Cardinals,64
2017,Week 1,Lions,64
2017,Week 1,Falcons,66
2017,Week 1,Bears,66
2017,Week 1,Ravens,69
2017,Week 1,Bengals,69
2017,Week 1,Steelers,65
2017,Week 1,Browns,65
2017,Week 1,Colts,85
2017,Week 1,Rams,85
2017,Week 1,Seahawks,70
2017,Week 1,Packers,70
2017,Week 1,Panthers,86
2017,Week 1,49ers,86
2017,Week 1,Giants,78
2017,Week 1,Cowboys,78
2017,Week 1,Saints,79
2017,Week 1,Vikings,79
2017,Week 1,Chargers,73
2017,Week 1,Broncos,73
2017,Week 2,Texans,67
2017,Week 2,Bengals,67
2017,Week 2,Browns,78
2017,Week 2,Ravens,78
2017,Week 2,Bears,88
2017,Week 2,Buccaneers,88
2017,Week 2,Vikings,78
2017,Week 2,Steelers,78
2017,Week 2,Patriots,87
2017,Week 2,Saints,87
2017,Week 2,Eagles,65
2017,Week 2,Chiefs,65
2017,Week 2,Titans,86
2017,Week 2,Jaguars,86
2017,Week 2,Cardinals,84
2017,Week 2,Colts,84
2017,Week 2,Bills,81
2017,Week 2,Panthers,81
2017,Week 2,Jets,70
2017,Week 2,Raiders,70
2017,Week 2,Dolphins,71
2017,Week 2,Chargers,71
2017,Week 2,49ers,63
2017,Week 2,Seahawks,63
2017,Week 2,Washington,71
2017,Week 2,Rams,71
2017,Week 2,Cowboys,69
2017,Week 2,Broncos,69
2017,Week 2,Packers,73
2017,Week 2,Falcons,73
2017,Week 2,Lions,70
2017,Week 2,Giants,70
2017,Week 3,Rams,65
2017,Week 3,49ers,65
2017,Week 3,Ravens,70
2017,Week 3,Jaguars,70
2017,Week 3,Browns,87
2017,Week 3,Colts,87
2017,Week 3,Giants,87
2017,Week 3,Eagles,87
2017,Week 3,Dolphins,87
2017,Week 3,Jets,87
2017,Week 3,Broncos,84
2017,Week 3,Bills,84
2017,Week 3,Saints,81
2017,Week 3,Panthers,81
2017,Week 3,Steelers,87
2017,Week 3,Bears,87
2017,Week 3,Falcons,85
2017,Week 3,Lions,85
2017,Week 3,Buccaneers,83
2017,Week 3,Vikings,83
2017,Week 3,Texans,84
2017,Week 3,Patriots,84
2017,Week 3,Seahawks,88
2017,Week 3,Titans,88
2017,Week 3,Bengals,88
2017,Week 3,Packers,88
2017,Week 3,Chiefs,81
2017,Week 3,Chargers,81
2017,Week 3,Raiders,73
2017,Week 3,Washington,73
2017,Week 3,Cowboys,85
2017,Week 3,Cardinals,85
2017,Week 4,Bears,64
2017,Week 4,Packers,64
2017,Week 4,Saints,62
2017,Week 4,Dolphins,62
2017,Week 4,Titans,84
2017,Week 4,Texans,84
2017,Week 4,Jaguars,64
2017,Week 4,Jets,64
2017,Week 4,Panthers,61
2017,Week 4,Patriots,61
2017,Week 4,Lions,59
2017,Week 4,Vikings,59
2017,Week 4,Bills,67
2017,Week 4,Falcons,67
2017,Week 4,Steelers,64
2017,Week 4,Ravens,64
2017,Week 4,Bengals,64
2017,Week 4,Browns,64
2017,Week 4,Rams,80
2017,Week 4,Cowboys,80
2017,Week 4,Eagles,74
2017,Week 4,Chargers,74
2017,Week 4,Giants,89
2017,Week 4,Buccaneers,89
2017,Week 4,49ers,93
2017,Week 4,Cardinals,93
2017,Week 4,Raiders,70
2017,Week 4,Broncos,70
2017,Week 4,Colts,57
2017,Week 4,Seahawks,57
2017,Week 4,Washington,78
2017,Week 4,Chiefs,78
2017,Week 5,Patriots,77
2017,Week 5,Buccaneers,77
2017,Week 5,Jets,68
2017,Week 5,Browns,68
2017,Week 5,Panthers,70
2017,Week 5,Lions,70
2017,Week 5,49ers,68
2017,Week 5,Colts,68
2017,Week 5,Titans,89
2017,Week 5,Dolphins,89
2017,Week 5,Bills,63
2017,Week 5,Bengals,63
2017,Week 5,Chargers,74
2017,Week 5,Giants,74
2017,Week 5,Jaguars,71
2017,Week 5,Steelers,71
2017,Week 5,Cardinals,77
2017,Week 5,Eagles,77
2017,Week 5,Seahawks,75
2017,Week 5,Rams,75
2017,Week 5,Ravens,75
2017,Week 5,Raiders,75
2017,Week 5,Packers,88
2017,Week 5,Cowboys,88
2017,Week 5,Chiefs,83
2017,Week 5,Texans,83
2017,Week 5,Vikings,64
2017,Week 5,Bears,64
2017,Week 6,Eagles,73
2017,Week 6,Panthers,73
2017,Week 6,Bears,68
2017,Week 6,Ravens,68
2017,Week 6,Browns,85
2017,Week 6,Texans,85
2017,Week 6,Packers,47
2017,Week 6,Vikings,47
2017,Week 6,Lions,83
2017,Week 6,Saints,83
2017,Week 6,Dolphins,77
2017,Week 6,Falcons,77
2017,Week 6,Patriots,71
2017,Week 6,Jets,71
2017,Week 6,49ers,69
2017,Week 6,Washington,69
2017,Week 6,Buccaneers,92
2017,Week 6,Cardinals,92
2017,Week 6,Rams,84
2017,Week 6,Jaguars,84
2017,Week 6,Steelers,60
2017,Week 6,Chiefs,60
2017,Week 6,Chargers,75
2017,Week 6,Raiders,75
2017,Week 6,Giants,53
2017,Week 6,Broncos,53
2017,Week 6,Colts,53
2017,Week 6,Titans,53
2017,Week 7,Chiefs,61
2017,Week 7,Raiders,61
2017,Week 7,Buccaneers,73
2017,Week 7,Bills,73
2017,Week 7,Bengals,73
2017,Week 7,Steelers,73
2017,Week 7,Ravens,54
2017,Week 7,Vikings,54
2017,Week 7,Jets,85
2017,Week 7,Dolphins,85
2017,Week 7,Cardinals,52
2017,Week 7,Rams,52
2017,Week 7,Panthers,67
2017,Week 7,Bears,67
2017,Week 7,Titans,74
2017,Week 7,Browns,74
2017,Week 7,Saints,51
2017,Week 7,Packers,51
2017,Week 7,Jaguars,74
2017,Week 7,Colts,74
2017,Week 7,Cowboys,69
2017,Week 7,49ers,69
2017,Week 7,Seahawks,72
2017,Week 7,Giants,72
2017,Week 7,Broncos,89
2017,Week 7,Chargers,89
2017,Week 7,Falcons,56
2017,Week 7,Patriots,56
2017,Week 7,Washington,69
2017,Week 7,Eagles,69
2017,Week 8,Dolphins,48
2017,Week 8,Ravens,48
2017,Week 8,Vikings,54
2017,Week 8,Browns,54
2017,Week 8,Falcons,62
2017,Week 8,Jets,62
2017,Week 8,Panthers,63
2017,Week 8,Buccaneers,63
2017,Week 8,49ers,63
2017,Week 8,Eagles,63
2017,Week 8,Bears,55
2017,Week 8,Saints,55
2017,Week 8,Chargers,61
2017,Week 8,Patriots,61
2017,Week 8,Raiders,39
2017,Week 8,Bills,39
2017,Week 8,Colts,39
2017,Week 8,Bengals,39
2017,Week 8,Texans,50
2017,Week 8,Seahawks,50
2017,Week 8,Cowboys,60
2017,Week 8,Washington,60
2017,Week 8,Steelers,43
2017,Week 8,Lions,43
2017,Week 8,Broncos,41
2017,Week 8,Chiefs,41
2017,Week 9,Bills,64
2017,Week 9,Jets,64
2017,Week 9,Colts,82
2017,Week 9,Texans,82
2017,Week 9,Bengals,77
2017,Week 9,Jaguars,77
2017,Week 9,Buccaneers,80
2017,Week 9,Saints,80
2017,Week 9,Rams,56
2017,Week 9,Giants,56
2017,Week 9,Falcons,58
2017,Week 9,Panthers,58
2017,Week 9,Broncos,62
2017,Week 9,Eagles,62
2017,Week 9,Ravens,75
2017,Week 9,Titans,75
2017,Week 9,Cardinals,57
2017,Week 9,49ers,57
2017,Week 9,Washington,35
2017,Week 9,Seahawks,35
2017,Week 9,Chiefs,90
2017,Week 9,Cowboys,90
2017,Week 9,Raiders,76
2017,Week 9,Dolphins,76
2017,Week 9,Lions,34
2017,Week 9,Packers,34
2017,Week 10,Seahawks,81
2017,Week 10,Cardinals,81
2017,Week 10,Packers,39
2017,Week 10,Bears,39
2017,Week 10,Browns,38
2017,Week 10,Lions,38
2017,Week 10,Steelers,42
2017,Week 10,Colts,42
2017,Week 10,Chargers,75
2017,Week 10,Jaguars,75
2017,Week 10,Saints,37
2017,Week 10,Bills,37
2017,Week 10,Jets,76
2017,Week 10,Buccaneers,76
2017,Week 10,Vikings,43
2017,Week 10,Washington,43
2017,Week 10,Bengals,52
2017,Week 10,Titans,52
2017,Week 10,Texans,66
2017,Week 10,Rams,66
2017,Week 10,Cowboys,46
2017,Week 10,Falcons,46
2017,Week 10,Giants,63
2017,Week 10,49ers,63
2017,Week 10,Patriots,48
2017,Week 10,Broncos,48
2017,Week 10,Dolphins,52
2017,Week 10,Panthers,52
2017,Week 11,Titans,37
2017,Week 11,Steelers,37
2017,Week 11,Jaguars,38
2017,Week 11,Browns,38
2017,Week 11,Ravens,26
2017,Week 11,Packers,26
2017,Week 11,Cardinals,59
2017,Week 11,Texans,59
2017,Week 11,Rams,27
2017,Week 11,Vikings,27
2017,Week 11,Lions,31
2017,Week 11,Bears,31
2017,Week 11,Washington,56
2017,Week 11,Saints,56
2017,Week 11,Chiefs,49
2017,Week 11,Giants,49
2017,Week 11,Buccaneers,80
2017,Week 11,Dolphins,80
2017,Week 11,Bills,72
2017,Week 11,Chargers,72
2017,Week 11,Bengals,59
2017,Week 11,Broncos,59
2017,Week 11,Patriots,64
2017,Week 11,Raiders,64
2017,Week 11,Eagles,52
2017,Week 11,Cowboys,52
2017,Week 11,Falcons,46
2017,Week 11,Seahawks,46
2017,Week 12,Vikings,33
2017,Week 12,Lions,33
2017,Week 12,Chargers,67
2017,Week 12,Cowboys,67
2017,Week 12,Giants,32
2017,Week 12,Washington,32
2017,Week 12,Bills,58
2017,Week 12,Chiefs,58
2017,Week 12,Titans,46
2017,Week 12,Colts,46
2017,Week 12,Browns,46
2017,Week 12,Bengals,46
2017,Week 12,Buccaneers,58
2017,Week 12,Falcons,58
2017,Week 12,Dolphins,46
2017,Week 12,Patriots,46
2017,Week 12,Bears,48
2017,Week 12,Eagles,48
2017,Week 12,Panthers,46
2017,Week 12,Jets,46
2017,Week 12,Seahawks,63
2017,Week 12,49ers,63
2017,Week 12,Saints,67
2017,Week 12,Rams,67
2017,Week 12,Jaguars,84
2017,Week 12,Cardinals,84
2017,Week 12,Broncos,61
2017,Week 12,Raiders,61
2017,Week 12,Packers,36
2017,Week 12,Steelers,36
2017,Week 12,Texans,44
2017,Week 12,Ravens,44
2017,Week 13,Washington,58
2017,Week 13,Cowboys,58
2017,Week 13,Vikings,61
2017,Week 13,Falcons,61
2017,Week 13,Texans,59
2017,Week 13,Titans,59
2017,Week 13,Chiefs,46
2017,Week 13,Jets,46
2017,Week 13,Broncos,80
2017,Week 13,Dolphins,80
2017,Week 13,Lions,51
2017,Week 13,Ravens,51
2017,Week 13,Patriots,46
2017,Week 13,Bills,46
2017,Week 13,49ers,50
2017,Week 13,Bears,50
2017,Week 13,Buccaneers,41
2017,Week 13,Packers,41
2017,Week 13,Colts,67
2017,Week 13,Jaguars,67
2017,Week 13,Browns,66
2017,Week 13,Chargers,66
2017,Week 13,Panthers,69
2017,Week 13,Saints,69
2017,Week 13,Giants,55
2017,Week 13,Raiders,55
2017,Week 13,Rams,78
2017,Week 13,Cardinals,78
2017,Week 13,Eagles,42
2017,Week 13,Seahawks,42
2017,Week 13,Steelers,60
2017,Week 13,Bengals,60
2017,Week 14,Saints,45
2017,Week 14,Falcons,45
2017,Week 14,Colts,26
2017,Week 14,Bills,26
2017,Week 14,Lions,53
2017,Week 14,Buccaneers,53
2017,Week 14,Raiders,47
2017,Week 14,Chiefs,47
2017,Week 14,Seahawks,46
2017,Week 14,Jaguars,46
2017,Week 14,49ers,57
2017,Week 14,Texans,57
2017,Week 14,Packers,28
2017,Week 14,Browns,28
2017,Week 14,Bears,30
2017,Week 14,Bengals,30
2017,Week 14,Vikings,39
2017,Week 14,Panthers,39
2017,Week 14,Washington,79
2017,Week 14,Chargers,79
2017,Week 14,Jets,58
2017,Week 14,Broncos,58
2017,Week 14,Titans,75
2017,Week 14,Cardinals,75
2017,Week 14,Cowboys,37
2017,Week 14,Giants,37
2017,Week 14,Eagles,79
2017,Week 14,Rams,79
2017,Week 14,Ravens,30
2017,Week 14,Steelers,30
2017,Week 14,Patriots,56
2017,Week 14,Dolphins,56
2017,Week 15,Broncos,26
2017,Week 15,Colts,26
2017,Week 15,Bears,28
2017,Week 15,Lions,28
2017,Week 15,Chargers,50
2017,Week 15,Chiefs,50
2017,Week 15,Texans,68
2017,Week 15,Jaguars,68
2017,Week 15,Ravens,34
2017,Week 15,Browns,34
2017,Week 15,Packers,48
2017,Week 15,Panthers,48
2017,Week 15,Dolphins,25
2017,Week 15,Bills,25
2017,Week 15,Bengals,24
2017,Week 15,Vikings,24
2017,Week 15,Cardinals,47
2017,Week 15,Washington,47
2017,Week 15,Eagles,34
2017,Week 15,Giants,34
2017,Week 15,Jets,67
2017,Week 15,Saints,67
2017,Week 15,Rams,46
2017,Week 15,Seahawks,46
2017,Week 15,Titans,60
2017,Week 15,49ers,60
2017,Week 15,Patriots,40
2017,Week 15,Steelers,40
2017,Week 15,Cowboys,59
2017,Week 15,Raiders,59
2017,Week 15,Falcons,70
2017,Week 15,Buccaneers,70
2017,Week 16,Colts,61
2017,Week 16,Ravens,61
2017,Week 16,Vikings,9
2017,Week 16,Packers,9
2017,Week 16,Lions,35
2017,Week 16,Bengals,35
2017,Week 16,Dolphins,22
2017,Week 16,Chiefs,22
2017,Week 16,Bills,34
2017,Week 16,Patriots,34
2017,Week 16,Browns,21
2017,Week 16,Bears,21
2017,Week 16,Buccaneers,53
2017,Week 16,Panthers,53
2017,Week 16,Falcons,57
2017,Week 16,Saints,57
2017,Week 16,Broncos,41
2017,Week 16,Washington,41
2017,Week 16,Rams,41
2017,Week 16,Titans,41
2017,Week 16,Chargers,38
2017,Week 16,Jets,38
2017,Week 16,Jaguars,52
2017,Week 16,49ers,52
2017,Week 16,Seahawks,43
2017,Week 16,Cowboys,43
2017,Week 16,Giants,65
2017,Week 16,Cardinals,65
2017,Week 16,Steelers,51
2017,Week 16,Texans,51
2017,Week 16,Raiders,28
2017,Week 16,Eagles,28
2017,Wild Card,Titans,29
2017,Wild Card,Chiefs,29
2017,Wild Card,Falcons,65
2017,Wild Card,Rams,65
2017,Wild Card,Bills,52
2017,Wild Card,Jaguars,52
2017,Wild Card,Panthers,62
2017,Wild Card,Saints,62
2017,Divisional Round,Falcons,31
2017,Divisional Round,Eagles,31
2017,Divisional Round,Titans,26
2017,Divisional Round,Patriots,26
2017,Divisional Round,Jaguars,15
2017,Divisional Round,Steelers,15
2017,Divisional Round,Saints,13
2017,Divisional Round,Vikings,13
2017,Conference Championship,Jaguars,48
2017,Conference Championship,Patriots,48
2017,Conference Championship,Vikings,46
2017,Conference Championship,Eagles,46
2017,Super Bowl,Eagles,2
2017,Super Bowl,Patriots,2
2018,Week 1,Falcons,81
2018,Week 1,Eagles,81
2018,Week 1,Bills,62
2018,Week 1,Ravens,62
2018,Week 1,Jaguars,58
2018,Week 1,Giants,58
2018,Week 1,Buccaneers,88
2018,Week 1,Saints,88
2018,Week 1,Texans,62
2018,Week 1,Patriots,62
2018,Week 1,49ers,68
2018,Week 1,Vikings,68
2018,Week 1,Titans,88
2018,Week 1,Dolphins,88
2018,Week 1,Bengals,59
2018,Week 1,Colts,59
2018,Week 1,Steelers,59
2018,Week 1,Browns,59
2018,Week 1,Chiefs,85
2018,Week 1,Chargers,85
2018,Week 1,Seahawks,85
2018,Week 1,Broncos,85
2018,Week 1,Cowboys,83
2018,Week 1,Panthers,83
2018,Week 1,Washington,100
2018,Week 1,Cardinals,100
2018,Week 1,Bears,60
2018,Week 1,Packers,60
2018,Week 1,Jets,63
2018,Week 1,Lions,63
2018,Week 1,Rams,71
2018,Week 1,Raiders,71
2018,Week 2,Ravens,75
2018,Week 2,Bengals,75
2018,Week 2,Panthers,79
2018,Week 2,Falcons,79
2018,Week 2,Colts,73
2018,Week 2,Washington,73
2018,Week 2,Texans,81
2018,Week 2,Titans,81
2018,Week 2,Eagles,89
2018,Week 2,Buccaneers,89
2018,Week 2,Chiefs,79
2018,Week 2,Steelers,79
2018,Week 2,Dolphins,82
2018,Week 2,Jets,82
2018,Week 2,Chargers,79
2018,Week 2,Bills,79
2018,Week 2,Vikings,78
2018,Week 2,Packers,78
2018,Week 2,Browns,91
2018,Week 2,Saints,91
2018,Week 2,Lions,72
2018,Week 2,49ers,72
2018,Week 2,Cardinals,85
2018,Week 2,Rams,85
2018,Week 2,Patriots,93
2018,Week 2,Jaguars,93
2018,Week 2,Raiders,90
2018,Week 2,Broncos,90
2018,Week 2,Giants,87
2018,Week 2,Cowboys,87
2018,Week 2,Seahawks,80
2018,Week 2,Bears,80
2018,Week 3,Jets,78
2018,Week 3,Browns,78
2018,Week 3,Saints,85
2018,Week 3,Falcons,85
2018,Week 3,Packers,63
2018,Week 3,Washington,63
2018,Week 3,Colts,61
2018,Week 3,Eagles,61
2018,Week 3,Bills,69
2018,Week 3,Vikings,69
2018,Week 3,Raiders,88
2018,Week 3,Dolphins,88
2018,Week 3,Broncos,62
2018,Week 3,Ravens,62
2018,Week 3,Bengals,81
2018,Week 3,Panthers,81
2018,Week 3,Giants,79
2018,Week 3,Texans,79
2018,Week 3,Titans,87
2018,Week 3,Jaguars,87
2018,Week 3,49ers,72
2018,Week 3,Chiefs,72
2018,Week 3,Chargers,79
2018,Week 3,Rams,79
2018,Week 3,Cowboys,62
2018,Week 3,Seahawks,62
2018,Week 3,Bears,100
2018,Week 3,Cardinals,100
2018,Week 3,Patriots,63
2018,Week 3,Lions,63
2018,Week 3,Steelers,77
2018,Week 3,Buccaneers,77
2018,Week 4,Vikings,83
2018,Week 4,Rams,83
2018,Week 4,Jets,86
2018,Week 4,Jaguars,86
2018,Week 4,Dolphins,66
2018,Week 4,Patriots,66
2018,Week 4,Eagles,80
2018,Week 4,Titans,80
2018,Week 4,Texans,75
2018,Week 4,Colts,75
2018,Week 4,Bills,48
2018,Week 4,Packers,48
2018,Week 4,Lions,79
2018,Week 4,Cowboys,79
2018,Week 4,Buccaneers,64
2018,Week 4,Bears,64
2018,Week 4,Bengals,76
2018,Week 4,Falcons,76
2018,Week 4,Seahawks,94
2018,Week 4,Cardinals,94
2018,Week 4,Browns,71
2018,Week 4,Raiders,71
2018,Week 4,Saints,69
2018,Week 4,Giants,69
2018,Week 4,49ers,82
2018,Week 4,Chargers,82
2018,Week 4,Ravens,66
2018,Week 4,Steelers,66
2018,Week 4,Chiefs,65
2018,Week 4,Broncos,65
2018,Week 5,Colts,66
2018,Week 5,Patriots,66
2018,Week 5,Titans,65
2018,Week 5,Bills,65
2018,Week 5,Falcons,82
2018,Week 5,Steelers,82
2018,Week 5,Broncos,75
2018,Week 5,Jets,75
2018,Week 5,Jaguars,58
2018,Week 5,Chiefs,58
2018,Week 5,Packers,60
2018,Week 5,Lions,60
2018,Week 5,Ravens,70
2018,Week 5,Browns,70
2018,Week 5,Giants,80
2018,Week 5,Panthers,80
2018,Week 5,Dolphins,86
2018,Week 5,Bengals,86
2018,Week 5,Raiders,74
2018,Week 5,Chargers,74
2018,Week 5,Cardinals,76
2018,Week 5,49ers,76
2018,Week 5,Vikings,78
2018,Week 5,Eagles,78
2018,Week 5,Rams,54
2018,Week 5,Seahawks,54
2018,Week 5,Cowboys,81
2018,Week 5,Texans,81
2018,Week 5,Washington,77
2018,Week 5,Saints,77
2018,Week 6,Eagles,70
2018,Week 6,Giants,70
2018,Week 6,Buccaneers,73
2018,Week 6,Falcons,73
2018,Week 6,Panthers,54
2018,Week 6,Washington,54
2018,Week 6,Colts,57
2018,Week 6,Jets,57
2018,Week 6,Cardinals,33
2018,Week 6,Vikings,33
2018,Week 6,Steelers,51
2018,Week 6,Bengals,51
2018,Week 6,Chargers,55
2018,Week 6,Browns,55
2018,Week 6,Bills,87
2018,Week 6,Texans,87
2018,Week 6,Bears,88
2018,Week 6,Dolphins,88
2018,Week 6,Seahawks,50
2018,Week 6,Raiders,50
2018,Week 6,Rams,24
2018,Week 6,Broncos,24
2018,Week 6,Ravens,66
2018,Week 6,Titans,66
2018,Week 6,Jaguars,78
2018,Week 6,Cowboys,78
2018,Week 6,Chiefs,45
2018,Week 6,Patriots,45
2018,Week 6,49ers,35
2018,Week 6,Packers,35
2018,Week 7,Broncos,79
2018,Week 7,Cardinals,79
2018,Week 7,Titans,64
2018,Week 7,Chargers,64
2018,Week 7,Browns,80
2018,Week 7,Buccaneers,80
2018,Week 7,Panthers,47
2018,Week 7,Eagles,47
2018,Week 7,Vikings,46
2018,Week 7,Jets,46
2018,Week 7,Lions,88
2018,Week 7,Dolphins,88
2018,Week 7,Patriots,43
2018,Week 7,Bears,43
2018,Week 7,Bills,45
2018,Week 7,Colts,45
2018,Week 7,Texans,70
2018,Week 7,Jaguars,70
2018,Week 7,Saints,52
2018,Week 7,Ravens,52
2018,Week 7,Cowboys,51
2018,Week 7,Washington,51
2018,Week 7,Rams,71
2018,Week 7,49ers,71
2018,Week 7,Bengals,58
2018,Week 7,Chiefs,58
2018,Week 7,Giants,54
2018,Week 7,Falcons,54
2018,Week 8,Dolphins,65
2018,Week 8,Texans,65
2018,Week 8,Eagles,48
2018,Week 8,Jaguars,48
2018,Week 8,Broncos,60
2018,Week 8,Chiefs,60
2018,Week 8,Browns,48
2018,Week 8,Steelers,48
2018,Week 8,Washington,50
2018,Week 8,Giants,50
2018,Week 8,Seahawks,43
2018,Week 8,Lions,43
2018,Week 8,Buccaneers,56
2018,Week 8,Bengals,56
2018,Week 8,Jets,48
2018,Week 8,Bears,48
2018,Week 8,Ravens,61
2018,Week 8,Panthers,61
2018,Week 8,Colts,69
2018,Week 8,Raiders,69
2018,Week 8,49ers,86
2018,Week 8,Cardinals,86
2018,Week 8,Packers,81
2018,Week 8,Rams,81
2018,Week 8,Saints,48
2018,Week 8,Vikings,48
2018,Week 8,Patriots,37
2018,Week 8,Bills,37
2018,Week 9,Raiders,80
2018,Week 9,49ers,80
2018,Week 9,Bears,43
2018,Week 9,Bills,43
2018,Week 9,Buccaneers,60
2018,Week 9,Panthers,60
2018,Week 9,Chiefs,53
2018,Week 9,Browns,53
2018,Week 9,Jets,84
2018,Week 9,Dolphins,84
2018,Week 9,Steelers,52
2018,Week 9,Ravens,52
2018,Week 9,Lions,36
2018,Week 9,Vikings,36
2018,Week 9,Falcons,53
2018,Week 9,Washington,53
2018,Week 9,Texans,53
2018,Week 9,Broncos,53
2018,Week 9,Chargers,57
2018,Week 9,Seahawks,57
2018,Week 9,Rams,77
2018,Week 9,Saints,77
2018,Week 9,Packers,42
2018,Week 9,Patriots,42
2018,Week 9,Titans,73
2018,Week 9,Cowboys,73
2018,Week 10,Panthers,40
2018,Week 10,Steelers,40
2018,Week 10,Saints,38
2018,Week 10,Bengals,38
2018,Week 10,Falcons,38
2018,Week 10,Browns,38
2018,Week 10,Dolphins,30
2018,Week 10,Packers,30
2018,Week 10,Jaguars,37
2018,Week 10,Colts,37
2018,Week 10,Lions,35
2018,Week 10,Bears,35
2018,Week 10,Cardinals,42
2018,Week 10,Chiefs,42
2018,Week 10,Patriots,46
2018,Week 10,Titans,46
2018,Week 10,Washington,80
2018,Week 10,Buccaneers,80
2018,Week 10,Bills,44
2018,Week 10,Jets,44
2018,Week 10,Chargers,66
2018,Week 10,Raiders,66
2018,Week 10,Seahawks,73
