year,week,team,temperature
2022,Week 6,Washington,47
2022,Week 6,Bears,47
2022,Week 6,49ers,78
2022,Week 6,Falcons,78
2022,Week 6,Patriots,64
2022,Week 6,Browns,64
2022,Week 6,Jets,48
2022,Week 6,Packers,48
2022,Week 6,Jaguars,63
2022,Week 6,Colts,63
2022,Week 6,Vikings,84
2022,Week 6,Dolphins,84
2022,Week 6,Bengals,83
2022,Week 6,Saints,83
2022,Week 6,Ravens,62
2022,Week 6,Giants,62
2022,Week 6,Buccaneers,61
2022,Week 6,Steelers,61
2022,Week 6,Panthers,70
2022,Week 6,Rams,70
2022,Week 6,Cardinals,77
2022,Week 6,Seahawks,77
2022,Week 6,Bills,64
2022,Week 6,Chiefs,64
2022,Week 6,Cowboys,59
2022,Week 6,Eagles,59
2022,Week 6,Broncos,71
2022,Week 6,Chargers,71
2022,Week 7,Saints,88
2022,Week 7,Cardinals,88
2022,Week 7,Falcons,73
2022,Week 7,Bengals,73
2022,Week 7,Lions,78
2022,Week 7,Cowboys,78
2022,Week 7,Colts,73
2022,Week 7,Titans,73
2022,Week 7,Packers,62
2022,Week 7,Washington,62
2022,Week 7,Buccaneers,72
2022,Week 7,Panthers,72
2022,Week 7,Giants,76
2022,Week 7,Jaguars,76
2022,Week 7,Browns,65
2022,Week 7,Ravens,65
2022,Week 7,Jets,67
2022,Week 7,Broncos,67
2022,Week 7,Texans,62
2022,Week 7,Raiders,62
2022,Week 7,Seahawks,71
2022,Week 7,Chargers,71
2022,Week 7,Chiefs,67
2022,Week 7,49ers,67
2022,Week 7,Steelers,77
2022,Week 7,Dolphins,77
2022,Week 7,Bears,57
2022,Week 7,Patriots,57
2022,Week 8,Ravens,79
2022,Week 8,Buccaneers,79
2022,Week 8,Broncos,61
2022,Week 8,Jaguars,61
2022,Week 8,Panthers,58
2022,Week 8,Falcons,58
2022,Week 8,Bears,65
2022,Week 8,Cowboys,65
2022,Week 8,Dolphins,55
2022,Week 8,Lions,55
2022,Week 8,Cardinals,55
2022,Week 8,Vikings,55
2022,Week 8,Raiders,69
2022,Week 8,Saints,69
2022,Week 8,Patriots,60
2022,Week 8,Jets,60
2022,Week 8,Steelers,60
2022,Week 8,Eagles,60
2022,Week 8,Titans,73
2022,Week 8,Texans,73
2022,Week 8,Washington,58
2022,Week 8,Colts,58
2022,Week 8,49ers,76
2022,Week 8,Rams,76
2022,Week 8,Giants,53
2022,Week 8,Seahawks,53
2022,Week 8,Packers,48
2022,Week 8,Bills,48
2022,Week 8,Bengals,63
2022,Week 8,Browns,63
2022,Week 9,Eagles,76
2022,Week 9,Texans,76
2022,Week 9,Chargers,79
2022,Week 9,Falcons,79
2022,Week 9,Dolphins,58
2022,Week 9,Bears,58
2022,Week 9,Panthers,69
2022,Week 9,Bengals,69
2022,Week 9,Packers,61
2022,Week 9,Lions,61
2022,Week 9,Colts,73
2022,Week 9,Patriots,73
2022,Week 9,Bills,72
2022,Week 9,Jets,72
2022,Week 9,Vikings,74
2022,Week 9,Washington,74
2022,Week 9,Raiders,80
2022,Week 9,Jaguars,80
2022,Week 9,Seahawks,76
2022,Week 9,Cardinals,76
2022,Week 9,Rams,86
2022,Week 9,Buccaneers,86
2022,Week 9,Titans,52
2022,Week 9,Chiefs,52
2022,Week 9,Ravens,76
2022,Week 9,Saints,76
2022,Week 10,Falcons,60
2022,Week 10,Panthers,60
2022,Week 10,Seahawks,48
2022,Week 10,Buccaneers,48
2022,Week 10,Vikings,35
2022,Week 10,Bills,35
2022,Week 10,Lions,34
2022,Week 10,Bears,34
2022,Week 10,Broncos,37
2022,Week 10,Titans,37
2022,Week 10,Jaguars,34
2022,Week 10,Chiefs,34
2022,Week 10,Browns,84
2022,Week 10,Dolphins,84
2022,Week 10,Texans,52
2022,Week 10,Giants,52
2022,Week 10,Saints,41
2022,Week 10,Steelers,41
2022,Week 10,Colts,54
2022,Week 10,Raiders,54
2022,Week 10,Cowboys,33
2022,Week 10,Packers,33
2022,Week 10,Cardinals,69
2022,Week 10,Rams,69
2022,Week 10,Chargers,55
2022,Week 10,49ers,55
2022,Week 10,Washington,38
2022,Week 10,Eagles,38
2022,Week 11,Titans,25
2022,Week 11,Packers,25
2022,Week 11,Bears,41
2022,Week 11,Falcons,41
2022,Week 11,Browns,26
2022,Week 11,Bills,26
2022,Week 11,Eagles,27
2022,Week 11,Colts,27
2022,Week 11,Jets,38
2022,Week 11,Patriots,38
2022,Week 11,Rams,49
2022,Week 11,Saints,49
2022,Week 11,Lions,37
2022,Week 11,Giants,37
2022,Week 11,Panthers,35
2022,Week 11,Ravens,35
2022,Week 11,Washington,47
2022,Week 11,Texans,47
2022,Week 11,Raiders,45
2022,Week 11,Broncos,45
2022,Week 11,Cowboys,29
2022,Week 11,Vikings,29
2022,Week 11,Chiefs,77
2022,Week 11,Chargers,77
2022,Week 11,Bengals,27
2022,Week 11,Steelers,27
2022,Week 11,49ers,60
2022,Week 11,Cardinals,60
2022,Week 12,Bills,46
2022,Week 12,Lions,46
2022,Week 12,Giants,59
2022,Week 12,Cowboys,59
2022,Week 12,Patriots,35
2022,Week 12,Vikings,35
2022,Week 12,Buccaneers,54
2022,Week 12,Browns,54
2022,Week 12,Bengals,53
2022,Week 12,Titans,53
2022,Week 12,Texans,83
2022,Week 12,Dolphins,83
2022,Week 12,Bears,51
2022,Week 12,Jets,51
2022,Week 12,Falcons,48
2022,Week 12,Washington,48
2022,Week 12,Broncos,63
2022,Week 12,Panthers,63
2022,Week 12,Ravens,76
2022,Week 12,Jaguars,76
2022,Week 12,Chargers,65
2022,Week 12,Cardinals,65
2022,Week 12,Raiders,45
2022,Week 12,Seahawks,45
2022,Week 12,Rams,45
2022,Week 12,Chiefs,45
2022,Week 12,Saints,65
2022,Week 12,49ers,65
2022,Week 12,Packers,60
2022,Week 12,Eagles,60
2022,Week 12,Steelers,44
2022,Week 12,Colts,44
2022,Week 13,Bills,36
2022,Week 13,Patriots,36
2022,Week 13,Steelers,56
2022,Week 13,Falcons,56
2022,Week 13,Packers,31
2022,Week 13,Bears,31
2022,Week 13,Jaguars,32
2022,Week 13,Lions,32
2022,Week 13,Jets,25
2022,Week 13,Vikings,25
2022,Week 13,Washington,43
2022,Week 13,Giants,43
2022,Week 13,Titans,44
2022,Week 13,Eagles,44
2022,Week 13,Broncos,43
2022,Week 13,Ravens,43
2022,Week 13,Browns,65
2022,Week 13,Texans,65
2022,Week 13,Seahawks,64
2022,Week 13,Rams,64
2022,Week 13,Dolphins,58
2022,Week 13,49ers,58
2022,Week 13,Chiefs,41
2022,Week 13,Bengals,41
2022,Week 13,Chargers,59
2022,Week 13,Raiders,59
2022,Week 13,Colts,54
2022,Week 13,Cowboys,54
2022,Week 13,Saints,73
2022,Week 13,Buccaneers,73
2022,Week 14,Raiders,59
2022,Week 14,Rams,59
2022,Week 14,Jets,34
2022,Week 14,Bills,34
2022,Week 14,Browns,44
2022,Week 14,Bengals,44
2022,Week 14,Texans,54
2022,Week 14,Cowboys,54
2022,Week 14,Vikings,38
2022,Week 14,Lions,38
2022,Week 14,Jaguars,50
2022,Week 14,Titans,50
2022,Week 14,Eagles,38
2022,Week 14,Giants,38
2022,Week 14,Ravens,43
2022,Week 14,Steelers,43
2022,Week 14,Dolphins,59
2022,Week 14,Chargers,59
2022,Week 14,Buccaneers,52
2022,Week 14,49ers,52
2022,Week 14,Panthers,44
2022,Week 14,Seahawks,44
2022,Week 14,Chiefs,56
2022,Week 14,Broncos,56
2022,Week 14,Patriots,55
2022,Week 14,Cardinals,55
2022,Week 15,49ers,39
2022,Week 15,Seahawks,39
2022,Week 15,Colts,17
2022,Week 15,Vikings,17
2022,Week 15,Ravens,33
2022,Week 15,Browns,33
2022,Week 15,Dolphins,25
2022,Week 15,Bills,25
2022,Week 15,Falcons,49
2022,Week 15,Saints,49
2022,Week 15,Eagles,19
2022,Week 15,Bears,19
2022,Week 15,Steelers,46
2022,Week 15,Panthers,46
2022,Week 15,Cowboys,53
2022,Week 15,Jaguars,53
2022,Week 15,Chiefs,49
2022,Week 15,Texans,49
2022,Week 15,Lions,38
2022,Week 15,Jets,38
2022,Week 15,Cardinals,37
2022,Week 15,Broncos,37
2022,Week 15,Patriots,46
2022,Week 15,Raiders,46
2022,Week 15,Titans,64
2022,Week 15,Chargers,64
2022,Week 15,Bengals,67
2022,Week 15,Buccaneers,67
2022,Week 15,Giants,34
2022,Week 15,Washington,34
2022,Week 15,Rams,15
2022,Week 15,Packers,15
2022,Week 16,Jaguars,43
2022,Week 16,Jets,43
2022,Week 16,Bills,8
2022,Week 16,Bears,8
2022,Week 16,Saints,5
2022,Week 16,Browns,5
2022,Week 16,Texans,15
2022,Week 16,Titans,15
2022,Week 16,Seahawks,10
2022,Week 16,Chiefs,10
2022,Week 16,Giants,0
2022,Week 16,Vikings,0
2022,Week 16,Bengals,15
2022,Week 16,Patriots,15
2022,Week 16,Lions,19
2022,Week 16,Panthers,19
2022,Week 16,Falcons,16
2022,Week 16,Ravens,16
2022,Week 16,Washington,57
2022,Week 16,49ers,57
2022,Week 16,Eagles,35
2022,Week 16,Cowboys,35
2022,Week 16,Raiders,10
2022,Week 16,Steelers,10
2022,Week 16,Packers,45
2022,Week 16,Dolphins,45
2022,Week 16,Broncos,80
2022,Week 16,Rams,80
2022,Week 16,Buccaneers,70
2022,Week 16,Cardinals,70
2022,Week 16,Chargers,21
2022,Week 16,Colts,21
2022,Wild Card,Seahawks,58
2022,Wild Card,49ers,58
2022,Wild Card,Chargers,45
2022,Wild Card,Jaguars,45
2022,Wild Card,Dolphins,23
2022,Wild Card,Bills,23
2022,Wild Card,Giants,37
2022,Wild Card,Vikings,37
2022,Wild Card,Ravens,33
2022,Wild Card,Bengals,33
2022,Wild Card,Cowboys,58
2022,Wild Card,Buccaneers,58
2022,Divisional Round,Jaguars,38
2022,Divisional Round,Chiefs,38
2022,Divisional Round,Giants,38
2022,Divisional Round,Eagles,38
2022,Divisional Round,Bengals,34
2022,Divisional Round,Bills,34
2022,Divisional Round,Cowboys,58
2022,Divisional Round,49ers,58
2022,Conference Championship,Chiefs,73
2022,Conference Championship,Eagles,73
2022,Super Bowl,Chiefs,76
2022,Super Bowl,Eagles,76
